sexo,edad,pobreza,y1,ytotcorh,ytot,y2_hrs,tot_per,n_ocupados,n_desocupados,v19,pobreza_sinte,asiste2,esc,educ,activ,activ2,ocup_inf,sist_salud,expr
Mujer,29,No pobres,280000,536809,284167,240,4,2,0,280000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,31
Mujer,16,Pobres no extremos,,353583,,,4,0,0,350000,Pobres no extremos sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,26
Mujer,36,Pobres no extremos,,353583,3583,,4,0,0,350000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,26
Mujer,93,No pobres,,953212,,,5,1,1,450000,No pobres sin transferencia Covid,No asiste,2,Básica incompleta,Inactivos,Inactivos,,No sabe,37
Hombre,21,Pobres extremos,,241666,,,4,1,0,,Pobres extremos sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,FONASA,58
Mujer,40,Pobres extremos,,241666,241666,,4,1,0,,Pobres extremos sin transferencia Covid,No asiste,0,Sin educación formal,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,58
Mujer,47,No pobres,1800000,5056250,1805000,160,6,2,0,750000,No pobres sin transferencia Covid,No asiste,19,Postgrado completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,23
Hombre,87,No pobres,,2271316,169649,,5,4,0,,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Inactivos,Inactivos,,FONASA,53
Mujer,30,No pobres,550000,2271316,550000,180,5,4,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,53
Mujer,65,No pobres,,1283333,3e+05,,3,1,1,4e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Inactivos,Inactivos,,Ninguno (particular),17
Mujer,41,No pobres,950000,1283333,955833,176,3,1,1,4e+05,No pobres sin transferencia Covid,No asiste,20,Postgrado completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,17
Hombre,19,No pobres,,1283333,27500,,3,1,1,4e+05,No pobres sin transferencia Covid,Asiste,14,Profesional incompleto,Desocupados,Desocupados,,Isapre,17
Mujer,32,Pobres extremos,,190417,190417,,3,1,0,70000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,48
Mujer,27,Pobres extremos,,190417,,,3,1,0,70000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,48
Mujer,72,Pobres extremos,,169379,,,2,0,0,1e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,Ninguno (particular),52
Mujer,58,No pobres,,891500,320000,,2,2,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,52
Mujer,47,No pobres,,505759,455759,,4,0,1,50000,Pobres no extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Desocupados,Desocupados,,FONASA,26
Hombre,33,No pobres,,186667,186667,,1,0,1,1e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,41
Mujer,40,Pobres extremos,,146772,146772,,4,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,41
Hombre,38,Pobres extremos,,146772,,,4,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,41
Mujer,84,No pobres,,844000,270000,,2,0,0,3e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,27
Mujer,18,Pobres extremos,,250000,,,3,1,0,210000,Pobres extremos sin transferencia Covid,Asiste,13,Profesional incompleto,Inactivos,Inactivos,,FONASA,24
Mujer,38,Pobres extremos,,250000,250000,,3,1,0,210000,Pobres extremos sin transferencia Covid,Asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,24
Mujer,67,No pobres,,625379,225379,,2,0,1,4e+05,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,33
Mujer,33,No pobres,5e+05,1498712,723333,180,3,1,0,250000,No pobres sin transferencia Covid,No asiste,,No sabe,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,38
Hombre,40,No pobres,,780000,380000,,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,No sabe,17
Mujer,39,No pobres,,987149,,,3,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,26
Mujer,8,No pobres,,5393333,,,3,2,0,4e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Isapre,34
Mujer,49,No pobres,7e+05,5393333,7e+05,180,3,2,0,4e+05,No pobres sin transferencia Covid,No asiste,19,Postgrado completo,Ocupados,"Ocupado, no suspendido por LPE",No,FF.AA. y del Orden y Otro Sistema,34
Hombre,60,No pobres,,1202166,27083,,3,1,1,3e+05,No pobres sin transferencia Covid,No asiste,9,Media técnica profesional incompleta,Inactivos,Inactivos,,FONASA,42
Mujer,41,No pobres,,617500,197500,,5,2,0,250000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,40
Hombre,17,No pobres,,617500,,,5,2,0,250000,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,40
Hombre,47,No pobres,3e+05,716667,3e+05,180,3,2,0,1e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,30
Mujer,51,No pobres,,716667,316667,,3,2,0,1e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,30
Mujer,27,No pobres,,716667,,,3,2,0,1e+05,No pobres sin transferencia Covid,Asiste,17,Profesional incompleto,Inactivos,Inactivos,,Ninguno (particular),30
Mujer,36,Pobres no extremos,,441374,,,5,1,1,2e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,43
Mujer,33,No pobres,320000,510713,471248,180,4,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,1,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,42
Mujer,31,Pobres extremos,,257560,13155,,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,51
Hombre,34,Pobres extremos,2e+05,257560,231250,,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,51
Hombre,18,No pobres,,511922,,,4,1,0,3e+05,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,40
Mujer,32,No pobres,,511922,105922,,4,1,0,3e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,40
Mujer,28,No pobres,,2994383,1e+06,,6,2,1,350000,No pobres sin transferencia Covid,No asiste,16,Profesional incompleto,Inactivos,Inactivos,,FONASA,41
Hombre,28,No pobres,450000,880000,880000,,2,1,0,250000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,30
Hombre,22,No pobres,,880000,,,2,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,30
Hombre,58,No pobres,,1191430,17135,,4,2,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,24
Mujer,39,No pobres,4e+05,601965,601965,180,5,1,0,3e+05,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,30
Hombre,20,No pobres,,601965,,,5,1,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,30
Mujer,72,No pobres,,601965,,,5,1,0,3e+05,No pobres sin transferencia Covid,No asiste,0,Sin educación formal,Inactivos,Inactivos,,Ninguno (particular),30
Mujer,29,No pobres,220000,324608,324608,216,2,1,0,,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,36
Mujer,48,No pobres,,619000,3e+05,,3,1,1,,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),25
Hombre,27,No pobres,,619000,,,3,1,1,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,No sabe,25
Hombre,65,No pobres,,1645833,1e+06,,4,1,1,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FF.AA. y del Orden y Otro Sistema,22
Mujer,64,No pobres,,2235000,4167,,6,1,0,450000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,22
Hombre,21,No pobres,,2235000,,,6,1,0,450000,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,FONASA,22
Mujer,45,No pobres,1300000,2235000,1780833,180,6,1,0,450000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,22
Hombre,13,No pobres,,2235000,,,6,1,0,450000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,22
Hombre,48,No pobres,,2235000,,,6,1,0,450000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Inactivos,Inactivos,,Ninguno (particular),22
Mujer,46,No pobres,,1521235,13155,,9,3,1,2e+05,No pobres sin transferencia Covid,No asiste,,No sabe,Inactivos,Inactivos,,FONASA,34
Hombre,32,No pobres,360000,699794,367961,180,3,2,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,39
Mujer,64,Pobres no extremos,,481667,4167,,5,2,0,2e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,41
Hombre,32,Pobres no extremos,,481667,477500,,5,2,0,2e+05,Pobres no extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,41
Mujer,26,Pobres no extremos,,481667,,,5,2,0,2e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,41
Mujer,38,Pobres extremos,,0,,,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,26
Hombre,8,Pobres extremos,,0,,,4,1,0,120000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,26
Hombre,39,Pobres extremos,,0,,,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),26
Hombre,11,Pobres extremos,,0,,,4,1,0,120000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,26
Hombre,29,No pobres,370000,1894167,370000,190,4,2,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,76
Mujer,42,No pobres,,1894167,370000,,4,2,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Desocupados,Desocupados,,FONASA,76
Mujer,44,No pobres,,893632,17322,,5,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,33
Mujer,5,No pobres,,3100000,,,3,1,0,6e+05,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,Ninguno (particular),30
Hombre,11,No pobres,,3100000,,,3,1,0,6e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),30
Mujer,35,No pobres,,3100000,3100000,,3,1,0,6e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,Ninguno (particular),30
Hombre,43,No pobres,750000,750000,750000,,1,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,33
Hombre,40,No pobres,4e+05,6e+05,4e+05,180,5,1,0,2e+05,No pobres sin transferencia Covid,No asiste,0,Sin educación formal,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,27
Hombre,74,Pobres no extremos,,452500,,,5,2,0,350000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,44
Hombre,38,Pobres no extremos,,452500,102500,,5,2,0,350000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,44
Mujer,37,Pobres no extremos,,452500,,,5,2,0,350000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,44
Hombre,29,No pobres,465000,767083,767083,180,1,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FF.AA. y del Orden y Otro Sistema,15
Mujer,36,No pobres,180000,444167,180000,140,2,2,0,130000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),31
Mujer,34,No pobres,2e+05,547500,547500,126,3,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,38
Mujer,16,No pobres,,547500,,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,38
Mujer,11,No pobres,,547500,,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,38
Hombre,43,No pobres,310000,948155,610000,180,3,1,0,250000,No pobres sin transferencia Covid,No asiste,13,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,40
Mujer,36,No pobres,550000,1053333,558333,160,4,1,0,250000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,26
Mujer,40,No pobres,,622833,15000,,3,2,0,260000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,30
Mujer,37,No pobres,,468666,244209,,3,1,0,150000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FF.AA. y del Orden y Otro Sistema,38
Hombre,26,Pobres no extremos,,401847,,,4,2,0,,Pobres no extremos sin transferencia Covid,No asiste,9,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),39
Hombre,7,Pobres no extremos,,401847,,,4,2,0,,Pobres no extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),39
Mujer,32,Pobres no extremos,,401847,,,4,2,0,,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),39
Mujer,6,Pobres no extremos,,401847,,,4,2,0,,Pobres no extremos sin transferencia Covid,Asiste,,Sin educación formal,,,,Ninguno (particular),39
Mujer,50,No pobres,,702738,,,3,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,Ninguno (particular),40
Mujer,31,No pobres,,956542,40000,,3,2,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,25
Mujer,31,No pobres,,583802,483802,,2,1,0,1e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,28
Mujer,72,No pobres,,2410000,,,3,1,0,350000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,28
Mujer,43,Pobres no extremos,,493978,29822,,5,1,0,230000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,29
Hombre,31,No pobres,,640000,,,4,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,37
Mujer,70,No pobres,,1239946,,,8,4,1,,No pobres sin transferencia Covid,No asiste,2,Básica incompleta,Inactivos,Inactivos,,Ninguno (particular),90
Mujer,29,No pobres,320000,1070834,336667,190,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,131
Mujer,47,No pobres,,1070834,404167,,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,131
Mujer,21,No pobres,,1070834,,,5,2,0,3e+05,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,FONASA,131
Hombre,34,Pobres extremos,,284463,,,4,1,0,,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,131
Mujer,36,Pobres extremos,,284463,13155,,4,1,0,,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,131
Hombre,40,No pobres,,3366667,3216667,,1,1,0,150000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,131
Hombre,38,Pobres no extremos,,450000,3e+05,,4,1,0,,Pobres no extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,16
Mujer,38,Pobres no extremos,,450000,,,4,1,0,,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,16
Hombre,11,Pobres no extremos,,450000,,,4,1,0,,Pobres no extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,16
Hombre,34,No pobres,,3e+05,3e+05,,1,1,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,16
Mujer,29,No pobres,,2100000,7e+05,,5,4,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,Ninguno (particular),16
Hombre,20,No pobres,,2100000,350000,,5,4,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FF.AA. y del Orden y Otro Sistema,16
Mujer,18,No pobres,,2100000,350000,,5,4,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,Ninguno (particular),16
Hombre,7,No pobres,,2100000,,,5,4,0,,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),16
